burst_id,subburst,TOA / MJD,A,error A,d / (ms/MHz),error d  / (ms/MHz),t_0 / s,error t_0 / s,sig_t / ms,error sig_t / ms,nu_0 / MHz,error nu_0 / MHz,sig_nu / MHz,error sig_nu / MHz,Scaled Energy / erg,TOA_1D / MJD,A_1D,error A_1D,"t_0,1D / s","error t_0,1D / s","sig_t,1D / ms","error sig_t,1D / ms","nu_0,1D / MHz","error nu_0,1D / MHz","sig_nu,1D / MHz","error sig_nu,1D / MHz",Class,Diffuse/Tail,Affected by dropouts,Fluence / Jy ms,Downsampling,t_fit / ms
B6,sb3,58432.26460814002,0.5877780712003806,0.3602585079454933,0.001418023250217658,0.011593747082696861,13.789612660673415,0.0011792920307316496,1.6419050953098648,1.470701392481964,1325.714066036331,81.72372031061512,130.54345137395364,90.82044189042865,4.4315141060881794e+38,58432.26460813779,5.637140647184937,,13.78941982757757,,1.0762655380307933,,1323.810786205766,5.5526135711589815,131.60165854351155,6.24052032500602,multi,False,False,0.6717199890071154,8.0,5.0
B6,sb4,58432.26460820968,0.6577112353975103,0.49267147956680235,-0.005326538309490607,0.015470163529741014,13.795630910791395,0.001159497310094784,1.2083041599092492,1.1256469138466152,1283.2396693296419,76.22910104282343,95.83817469581382,82.14002960353119,2.6790799895849294e+38,58432.26460820782,3.0541337904119867,,13.795469751430282,,2.9772441831235836,,1266.273372148373,6.7929776737815954,132.76582770197587,7.212139058521477,multi,False,False,0.6717199890071154,8.0,5.0
B6,sb5,58432.26460824571,0.5794878320702738,0.8413576983101239,0.0005687368649354873,0.03242244674417069,13.798743500932444,0.0013667201535930412,0.7101487446762712,1.1767451615549969,1170.7012847398616,298.89129384879953,69.89397411720128,230.20844028225906,1.011740173825315e+38,58432.26460829237,0.18036773333703887,,13.802774303783687,,1.005511736462371,,1220.7338584198346,2.578713180866116,4.916085633693022,2.7425469555717004,multi,False,False,0.6717199890071154,8.0,5.0
B7,sb1,58432.264733873715,0.2824399112558855,0.300154619292263,-0.00400397195564746,0.025852102510205265,24.65237440794632,0.0016571039387568356,1.076775146298893,1.1942348122449575,1704.25285796654,236.90348140535457,89.97933500093531,198.66715288655783,7.7297617623457905e+37,58432.2647338757,1.4140344241216163,0.22318250202666434,24.652546245556668,0.00019826915286401127,1.0877940170017246,0.1982691609447847,1704.1009043785841,19.66641449751353,77.3926850139089,17.46067225185265,default,False,False,0.04276028025266282,8.0,5.0
B8,sb1,58432.2650200047,0.17998202261197402,0.2718810544999275,-0.009265019862506692,0.016328174021476675,49.3726608492114,0.00212194622019478,0.8596445615350718,1.3066531435311681,1424.439229352021,180.68908767845227,115.94364698358682,182.66821083822944,7.768714552359339e+37,58432.265020007,1.0781746245831154,0.24467520389617226,49.372859630398615,0.00034680921148679174,1.3239847249032066,0.3473706838096699,1416.5448519037557,20.96534768246528,115.37435400093487,21.243183042503574,default,False,False,0.0498144642282492,8.0,5.0
B9,sb1,58432.265249314696,0.2057487182658517,0.5170732053844194,-0.007772964918247334,0.04330038556219163,69.18389815946132,0.003294585237949278,0.9104641479163907,2.2846822583785347,1665.0459556915282,301.1616653220904,86.4760545042243,332.4539944839734,6.410395280594532e+37,58432.265249324555,0.9534496393113583,0.16932021930447938,69.18474912089393,0.0004816206694489021,2.292937805271488,0.5010530552195728,1634.1735517530944,21.345170627542707,91.4163595787249,24.272803673237306,multi,False,False,0.198085787086036,8.0,5.0
B9,sb2,58432.265249455835,0.08895293928317359,0.1694039299748748,0.0006671830032662094,0.11667734028161546,69.19609120996624,0.010632912925407714,5.394242721363077,11.84445337447656,1378.2888941746155,262.0582313313173,133.75836284297043,273.64643054039954,2.539806837022462e+38,58432.26524946498,1.0725128625249243,0.13855951602595018,69.19688099333253,0.0005264117256900102,3.512863620030327,0.5668604819078329,1366.3291559455413,16.239910619433306,120.18595610851797,16.81190068333343,multi,True,False,0.198085787086036,8.0,5.0
B10,sb1,58432.26527846947,0.11780653153324339,0.19611404240710537,-0.0010175871964330247,0.008956699312671559,71.70272486021607,0.0016864233517648723,0.8683797211906016,1.36634708644519,1526.3016851251975,928.8968542205083,320.50604163487236,1503.3543555109825,8.228311977638421e+37,58432.26527846896,1.7910457124448087,0.2800464163639086,71.70268048274578,0.00016212197855838194,0.8978360209635174,0.16212197856159885,1448.231220731393,52.64622259463318,270.0285143296769,88.70720246747968,default,False,False,0.05078444131407541,8.0,5.0
B11,sb1,58432.26592835691,0.24821556071621656,0.30300412813356664,-0.006000835552045352,0.007509572505547331,127.84974902278218,0.0014840996003822604,0.591959753516189,0.7084613064078744,1572.4202428103351,216.66837964931895,148.74046295850303,249.51575538721363,9.823434614295034e+37,58432.26592835852,1.8289857257116282,0.25010524294822917,127.84988862982797,0.00015171998928451474,0.9609284419597925,0.1517199893362776,1582.4256302574274,23.916990192889944,132.09134583500276,27.20377351616742,default,False,False,0.05912217066537058,8.0,5.0
B12,sb1,58432.26592860015,0.12183348682456673,0.26494207176734585,-0.020658241803792082,0.05190802329192684,127.87076397140211,0.00460582975496609,1.3368223161160822,2.9097206590797406,1567.4447831410362,173.220359332069,80.05654590208113,174.11777246462285,6.871517515422843e+37,58432.265928584085,0.42753933253381526,0.14766375765833467,127.86937570496154,0.001797977699053974,3.6119569666811526,2.286394712208859,1599.4264520722365,92.4281233512468,181.36695914708426,98.29199794027478,default,False,,0.03803334044996958,8.0,5.0
B13,sb1,58432.26618592774,1.484957654559451,0.3523012159127338,-0.002440424348208684,0.003477035520333311,150.1025812938255,0.00038162176993175747,1.211210571406917,0.3582382686368125,1336.7348414796904,39.583500809371536,121.34891114026503,38.690552775412236,7.880578274738347e+38,58432.26618592562,11.016087522807096,1.5969754609500482,150.10239742531212,5.557808045248348e-05,1.1140258165012955,0.09912862737685404,1356.4035047903785,2.7047576089001315,138.22361237677868,2.941590024600756,tailed,False,False,0.981131726892267,8.0,5.0
B13,sb2,58432.266185970344,0.6672130294917599,0.25267654846246196,-0.009904237616451397,0.0064134858655940045,150.10626162968865,0.0017835988103422505,1.653566498346848,0.9277108421339859,1346.9150314876222,96.2889984651456,179.65538268647407,87.37833680693147,7.156734374366416e+38,58432.2661859585,6.79959252522831,0.5545229678544071,150.10523844320812,0.0004993422243581442,2.2662792983673343,0.29053297281733476,1338.9769280888029,2.7762595731767594,144.27278036232343,3.1019633578773123,tailed,True,False,0.981131726892267,8.0,5.0
B14,sb1,58432.26646858452,0.16882587073368252,0.2621747377263061,-0.013351318023715655,0.0344353929095013,174.52271374369164,0.005017272029637624,2.3215501752213696,3.5360362911881484,1527.7620146009724,265.8418253166842,157.47109985894878,305.20395974595,2.852138635844993e+38,58432.26646858008,1.6475071889099686,0.1524906756697233,174.52232987350914,0.0003307913223085159,3.0980117092121358,0.3360517566927023,1489.1521854374269,17.06739082818654,163.7322886408538,19.385239416619953,single,False,False,0.2554067869894006,8.0,8.0
B14,sb2,58432.26646875935,0.13785047429316802,0.34171136614143277,-0.016366912906971422,0.04044483413702319,174.53781731762297,0.006804781853124968,1.501006711357449,3.7101636451742745,1436.7878759989583,348.16095767055333,134.85374384628213,359.14722503443573,1.2894562303138884e+38,58432.266468754766,0.8410865958704993,0.15619979430962785,174.53742176326693,0.0006298031100985615,2.9355788040099595,0.6337924229760762,1428.5033964160214,29.688336364136607,147.87225585846952,31.51776013050805,single,False,False,0.2554067869894006,8.0,8.0
B15,sb1,58432.26656238432,0.15915500021570006,0.26680481546273166,-0.005112228890907094,0.02464576830763888,182.6265475332326,0.001994987810630972,1.067721221637815,1.7886519827972382,1373.1834387306167,172.22939792638607,102.82116366769077,174.79457721913857,4.454061756874132e+37,58432.266562387114,1.324296898192533,0.26652062546223815,182.62678887754132,0.00020417085473700146,0.8786740108520771,0.2041708547374513,1385.6925001723062,14.74784117518419,86.47807734516952,14.732445404036365,default,False,False,0.029497480016204752,8.0,5.0
B16,sb1,58432.266578382216,0.28069277362735306,3.484803027431086,-0.011513880544733962,0.014050716463559532,184.00868474017392,0.06851336043066297,0.7982803390020156,1.275426670788699,1945.9231224202017,5944.003226077165,286.5334871306184,2319.729348036138,6.361708830528361e+37,58432.2665784228,1.112243925532519,0.30583939213707056,184.01219136399504,0.00029017930917701174,0.9141909973299709,0.29017930928331603,1677.9566455431095,26.62033052247978,88.57748834125015,25.944056082677847,default,False,False,0.035428811355953715,8.0,5.0
B17,sb1,58432.26699961406,0.16601646830405964,0.25863858626572855,-0.019970004030222168,0.02687441630424203,220.4010102348244,0.005002566608521179,1.5917695158525245,2.4214396599483554,1322.7395694976485,218.96925785160747,132.88800836022827,247.8395758116546,1.1811026671860773e+38,58432.26699960481,0.8875145846261414,0.17248207845101113,220.4002113477684,0.0005921650114551611,2.6403799891832564,0.5939358102652132,1319.5300261408436,15.269857457040347,91.3053418991803,15.819836848476612,default,False,False,0.0806153403950219,8.0,8.0
B18,sb1,58432.26720515546,0.16153440642043637,0.20524357889592923,-0.012673659007746996,0.02351959040708148,238.15875974228186,0.0027468812469673715,1.549378881131872,1.952192027748644,1540.0163224107248,153.6683040273564,119.86327200052563,169.6860639866535,1.1945518490973226e+38,58432.267205154814,1.0483752326683884,0.18277518726986935,238.15870386286824,0.00043691780470166976,2.17248463966637,0.4534660966816027,1540.9117586830075,17.130307776585568,108.00884274382038,18.266394944571946,default,False,False,0.07056353900702893,8.0,5.0
B19,sb1,58432.26745626928,0.2617720916909199,0.23594064146940638,-0.004864526077049287,0.01635151024488296,259.8537380304683,0.0012792507096622903,1.2973792463150917,1.147840253519724,1618.543713508409,114.0346767255234,108.77132398862105,128.85652599918194,1.5258624278631329e+38,58432.26745627297,1.9827773170435736,0.25055678368152307,259.85405702148523,0.00020828043060766658,1.4276865288808571,0.20832596510820964,1621.9506851502747,13.041272459436238,107.7916587344497,14.715074320172238,default,False,False,0.08682834986117789,8.0,5.0
B20,sb1,58432.26745652026,1.4248908078934488,0.7808688302316036,-0.0038488766229378356,0.004810909075382857,259.87542140463324,0.00030187973243613227,0.7813515974457363,0.31877231063733635,1401.1262607923545,41.01825450454395,90.46563626223102,35.05989359003855,3.829266187216254e+38,58432.26745651898,8.6552909432092,0.7165099713309364,259.8753111850641,4.5891022562047565e-05,0.7823300026612896,0.06434606022834462,1402.3767488295778,1.9385776010288072,101.8469812575985,1.8957789986451197,tailed,False,False,0.7419323917140767,8.0,5.0
B20,sb2,58432.26745654567,0.8797383395199808,0.4401594008486926,-0.009795009478936032,0.004630682216743211,259.87761673043275,0.0019421727349684399,1.3156694540376535,0.5313041877957606,1289.1171091621366,136.91432551812753,174.4476074197876,102.98983051883741,7.676604284371764e+38,58432.26745653842,6.939426432689643,0.47584335365648645,259.87699073618097,0.00018568776377706994,2.014751454764171,0.09549221782893834,1358.542661045332,2.5888500487235495,132.30054984351398,2.8328959113495564,tailed,True,False,0.7419323917140767,8.0,5.0
B21,sb1,58432.26751844937,0.17528061162463146,0.24813884624148713,-0.016478444263770427,0.01471946613532749,265.22578721437685,0.012658535463391025,1.1125680168299696,1.6173761392602564,1639.0267865641722,760.9625196040962,215.77919021491905,694.9042062198303,9.073610880016488e+37,58432.2675184646,0.8513942142162669,0.18256598451025857,265.2271031811357,0.0005310285462357948,2.14443852093097,0.5312698656287043,1567.6389150830457,27.03264965322705,132.6014773155497,30.814387726717705,default,False,False,0.05031191546402394,8.0,8.0
B22,sb1,58432.26764091706,0.10328349356906957,0.228252191120335,-0.017535574233508808,0.04594385921868398,275.80638318360377,0.0068344538963254755,1.9209303442629417,4.191616616058812,1345.446327525176,307.62269220405557,133.80300298134753,339.1014191622093,9.290942728607874e+37,58432.26764089176,0.7533583206998576,0.16905176794228693,275.8041975177558,0.0005908764956149411,2.280499316095031,0.5914577687011894,1335.4717893050602,19.427749994004916,110.19147987658431,20.822029521956694,default,False,False,0.06411995911697542,8.0,8.0
B23,sb1,58432.267641137885,0.06633978659307475,0.2580408710552173,0.0007646739377101605,0.03901308007910626,275.82546148110674,0.0069341234077393895,1.363408150957867,4.866981596139208,1208.0432979894924,3228.7231224678076,264.99220542818387,2486.0571567635607,3.436552076988068e+37,58432.267641138875,0.7729490339852241,0.22777122297948277,275.82554685876346,0.0004912417461921699,1.4426140949562534,0.49124174619445604,-14998.370841591031,,2749.0100720337077,,default,False,,0.02204083190023114,8.0,8.0
B24,sb1,58432.26803501074,0.17507556720440884,0.25806494348989273,-0.009942523639280396,0.026827912507790045,309.8541069903712,0.002279197614493427,1.2275484636595977,1.7828221188365683,1587.7674910843764,143.45077330189596,95.84906890059038,154.8195954348813,8.102533922141539e+37,58432.268035014364,1.0612851302316169,0.20421344309627673,309.85442026563226,0.0003495794461291758,1.5733470416636575,0.3502120789630474,1575.1073624781275,21.0211301727417,118.32156303802925,23.44031406860292,default,False,False,0.04331288686227143,8.0,5.0
B25,sb1,58432.26803515346,0.10177615616832088,0.37623622288706554,0.003728916962722752,0.07227962933861141,309.8664375113919,0.005611627052913865,1.513583391515272,5.404520970216739,1311.9704396030975,387.21675267968754,105.70633789299262,430.386001410758,6.815333098000901e+37,58432.26803514904,0.8940967773666035,0.22252300920268442,309.8660559279089,0.0003730243591460374,1.297955374984186,0.37301896194067935,1279.2216890584527,53.85950347075287,158.64581082436172,56.82955218240612,single,False,,0.07996421968296877,8.0,8.0
B25,sb2,58432.26803527703,0.14499642295046217,0.49865507142918947,-0.039915027613672,0.16835915354420647,309.8771137116486,0.009285694109011514,1.7201182721923234,6.0227262150809855,1305.500681905534,176.67644374252413,50.53536918273519,163.18047744293585,5.275270107615381e+37,58432.26803525792,1.2305946477561456,0.3180788949790486,309.8754622963802,0.00018967857646664773,0.6350752436863107,0.18966515934582964,1321.0631623874608,8.048473544096863,35.15406874301994,7.830410282053198,single,False,,0.07996421968296877,8.0,8.0
B26,sb1,58432.2680988358,0.2671094039701589,0.24184413931396317,-0.023266664420161055,0.017139366281511106,315.3682728261148,0.0036379349719823932,1.881793940880991,1.6793008056955965,1372.9724944603881,138.62859498122899,145.7648793748363,152.35600197279345,2.8672220229013457e+38,58432.26809883062,1.5617318550169195,0.14358732309636213,315.3678255125506,0.000386077090466576,3.6395939136929014,0.38920126524544746,1364.3827499369356,13.450002007604947,147.00899555903533,14.910760020990956,default,False,False,0.18500833950066156,8.0,10.0
B27,sb1,58432.26842122938,0.09081178787081641,0.2048247931799519,-0.018794220568864203,0.0405029402340212,343.2214671575387,0.009234503878281735,2.150988703434373,4.7375271372182715,1449.108997350338,423.13688412051744,179.07524862943458,496.43957999246953,1.4686004571819396e+38,58432.268421226734,0.6495098545898925,0.13575850482360652,343.2212388503683,0.001070700287616365,4.433105829677501,1.1213301421957138,1427.8734656165932,30.04379010612005,153.5838622796617,32.21666592747201,default,False,False,0.09139231200643608,8.0,10.0
B28,sb1,58432.26876041468,0.1938926273779656,0.3447921016875111,-0.0038926295985864706,0.013704497969271204,372.5253812284617,0.001292760720852142,0.5765988322843107,1.0320039535886323,1391.906509524697,198.93808021097868,108.72980752115977,197.72287707608228,6.254688297804209e+37,58432.26876041366,1.4971248917068611,0.38979735736436516,372.52529321025713,0.00016147613176008174,0.5373696665251221,0.16147613176008208,1393.2847270855552,17.016067001782762,91.30544030819051,16.81319877965496,default,False,False,0.039204126831283714,8.0,5.0
B29,sb1,58432.2687900007,6.227901082649261,0.9399487520932374,-8.014024465130879e-05,0.000584339441226362,375.08146580687554,3.567057603310014e-05,0.22152118029928833,0.03767545741690096,1683.1090318734794,28.58444748972817,100.47032206915252,25.64563962242099,5.587561816015448e+38,58432.26879000027,37.02508515020363,0.7818749807618425,375.0814287837499,5.209444489971223e-06,0.22540597528253,0.005884094075163019,1680.2556998729535,3.684652645681445,102.56990503697084,3.3988918643808237,multi,False,False,2.421783686852869,8.0,5.0
B29,sb2,58432.26879001938,7.573609265628378,0.6649544436987436,-0.004052466694634663,0.0006906498662127101,375.08307920978933,0.00010856108206679111,0.6812358322283295,0.059311501536203196,1539.6664597343822,13.903929420405312,131.24320372362234,12.439189576949827,2.7296363033815124e+39,58432.26879001951,64.16501391254683,0.7036686115306087,375.0830905462951,1.4510685077034987e-05,0.830070909167174,0.012414690443082663,1541.4428197565799,2.159766741792205,134.47978176178123,2.398374043119453,multi,True,False,2.421783686852869,8.0,5.0
B29,sb3,58432.268790025926,2.770400572941922,1.1565571641392882,0.0002539674250660212,0.001379401857304662,375.08364468411156,8.577683860631974e-05,0.22444106372521075,0.10199133524851386,1469.457756884009,38.48559777853271,80.26027965369866,30.90549075992584,2.0117459649238994e+38,58432.268790025584,19.22548972606177,1.12700501577177,375.083615278101,1.1006392475815468e-05,0.21450481873646754,0.014408394444679508,1483.7055594414421,1.4376822874628856,101.202267837041,1.4648983045110568,multi,False,False,2.421783686852869,8.0,5.0
B29,sb4,58432.268790047594,2.211560934433493,0.5018815936942657,-0.001551847556881301,0.0021160042138327314,375.08551686035463,0.000193891477176361,0.5761993881590756,0.16700554010916688,1275.1906093346536,33.90293333282037,115.78094709623487,36.80279715958487,5.9475264759468404e+38,58432.26879004663,17.15248446311796,0.43701746039549383,375.085433897802,3.0348704416201725e-05,0.6095231499502797,0.02841008462151324,1310.530755581597,2.3304074361798532,130.07262590406592,2.6242724295204316,multi,False,False,2.421783686852869,8.0,5.0
B30,sb1,58432.26886629509,0.11590047999719115,0.21180847793512605,0.005298441376487321,0.08285764406741206,381.672919685306,0.005403264005500211,2.950772281139401,5.357919150120505,1623.0183720663972,192.80783639461896,96.65152815992039,216.96645369569785,1.5324463053189317e+38,58432.268866292485,0.6889271576971101,0.13697204026576162,381.6726948296278,0.0010470530540009773,4.489816661178018,1.2130649084625607,1598.3029319939728,14.370062226330683,89.04084208630015,15.387884262004507,default,False,,0.08805095390742668,8.0,8.0
B31,sb1,58432.26886654615,0.15954873830558308,0.21024441476349093,-0.012852922638028008,0.018630339726925453,381.6946098425177,0.0037560649604496932,1.2916044033508003,1.6851400815602713,1603.5307516943174,260.3812812506997,148.24434688667054,294.341903560756,1.2051307967603601e+38,58432.26886655481,1.0478413205850228,0.21270651449902672,381.6953581993451,0.0005149282258941242,2.1973114406475585,0.5370025558468166,1634.0037586758183,42.309088510421944,151.03188516904405,43.18797708023469,default,False,True,0.06715551017920043,8.0,5.0
B32,sb1,58432.26958704147,0.16014400768302664,0.23157447281746749,-0.009312410988228501,0.024165228691414305,443.94180446345166,0.0023741159231908666,1.2507446568806648,1.8219641606287773,1437.757495447959,163.56584870093104,109.44247029242676,162.15376109540426,8.587369732808679e+37,58432.269587039926,1.1059013730552552,0.21991341036771495,443.941671290592,0.0003574206623572747,1.5578774315571904,0.35899903604510447,1432.2804360761718,22.61312930024454,116.78660169989895,22.4921586512932,default,False,False,0.0551454145710679,8.0,5.0
B33,sb1,58432.26960199806,0.28347628219952337,0.2534427970410357,-0.01044515595391909,0.008872137922097217,445.23397896756217,0.002114880258270677,0.8947400740103598,0.7940508902222516,1612.567162297912,187.11327828187137,147.8584402507569,202.8556253381219,1.3744804180961945e+38,58432.26960200152,1.650026772457216,0.2197257348723333,445.2342787220042,0.00021755454457016165,1.415351668830879,0.21814075672244687,1600.5127218940195,19.37605207940236,134.85788455523397,21.510208967428177,default,False,False,0.07806558170666006,8.0,5.0
B34,sb1,58432.269785856566,0.20435555468154437,0.34797686086897117,-0.01012076184512023,0.01432344769651374,461.11843554731155,0.002791984677969895,0.7927133318882802,1.315415009361951,1528.4575975388323,241.11826513231816,137.91417334754644,282.1858374753481,1.1178777189205903e+38,58432.26978585108,1.141659229144986,0.3596692792438248,461.1179611263603,0.00022891467164494722,0.7089675620639616,0.2816230515544599,1539.2900263588479,15.112905078870577,110.87523776519073,16.191022235326926,other,False,False,0.11350329888352063,8.0,5.0
B34,sb2,58432.26978591809,0.19933224226465054,0.48545393338147186,-0.0032350177296609907,0.04476487321734757,461.12375117007156,0.0024669732535500563,1.0103686337311226,2.4967886505524954,1278.3602349381235,147.66308465723952,68.73749647889294,157.66512298516315,6.926820094317038e+37,58432.269785897224,0.7394130985566231,0.14571465445499687,461.1219480993895,0.001142974018233886,3.6028281979060783,1.002817629619964,1383.7951085825657,26.199990409644933,166.64632572293797,29.21821733667035,other,True,False,0.11350329888352063,8.0,5.0
B35,sb1,58432.27000090207,0.31368079421554473,0.24397898907122784,-0.01743441405014485,0.009859051830643024,479.6972924441209,0.00276948041795451,1.3450600428634598,1.0248057601189549,1551.2035578780951,147.4215464192485,163.70587078906428,170.40270624579225,2.729254206042006e+38,58432.270000912235,1.6050879879146125,0.1495717280571017,479.69816980949236,0.0003332980036039299,3.102044894411913,0.33835960562763345,1556.5469513434955,18.755573086783063,158.9413905945783,21.57523245058877,default,False,False,0.16048177055611637,8.0,8.0
B36,sb1,58432.270222872256,0.19976694831935599,0.24233287916234467,-0.004917104602331826,0.015802743519615945,498.8744069177719,0.0014761775004939743,1.0829149239032325,1.2899406528375992,1532.3688387853385,145.85364636988385,118.87223705636738,159.94433887065316,1.3787149203756772e+38,58432.2702228694,1.5365454192737709,0.21114443429424218,498.87416029727535,0.00023947755164504384,1.5091563835723212,0.2395930415795575,1548.7053358004682,30.04458645689676,170.69110162110778,35.15700488899038,default,False,,0.07916158789830054,8.0,5.0
B37,sb1,58432.27022332742,0.11542980640189192,0.19642570163174722,-0.016550549325834895,0.10937431511326128,498.91373043249257,0.00904902355276496,4.883559252565117,8.431821940522788,1431.463345868144,200.9874829810385,113.0016700700677,202.92800382322926,2.3816983486310203e+38,58432.27022332331,0.9239458511035281,0.11616574202142091,498.91337519751,0.0007729448795626803,5.325866741284174,0.7763597225926052,1437.4133410015852,12.714436211625483,109.01729155980549,12.833692900409277,default,False,False,0.14949210906165833,8.0,15.0
B38,sb1,58432.27043662407,0.10990360500393472,0.196306809041904,-0.00890827045482107,0.023528845612414803,517.3414958950866,0.0034991474675468296,1.3495488638878137,2.3731144124572876,1524.9323172835125,288.69409872190704,152.9571639367573,333.07053028518413,7.705856232369128e+37,58432.27043662448,1.1847597194264907,0.23993676017870624,517.3415308356011,0.0002977361671618717,1.2728712357755076,0.29776165723629594,1525.5276229667825,23.374308684864666,112.7765315288344,24.73475900020268,default,False,False,0.04632040108925001,8.0,5.0
