,A,sig_nu / MHz,nu_0 / MHz,d / (ms/MHz),Fluence / Jy ms,sig_t / ms,log_10 Scaled Energy
0,0.637493809904415,131.52080473471267,1430.2295808189351,-0.0047531737943706,0.1411598506560784,0.6560690706064105,38.35197334056832
1,0.5615164829342981,106.60735052414704,1700.4550300023916,-0.0053311244337979,0.0708815527763282,0.630928557828515,38.11228816064891
2,0.1544367534657969,162.3733748586116,1576.5903704927784,-0.0044069900136483,0.0431630166628179,0.5228909192391977,37.894769358887956
3,0.1734790187295077,82.18302906357837,1687.0443442136766,0.012489747176465,0.0464513151976572,1.2643566824342134,37.91261441599143
4,0.6258698648666327,146.30585608734523,1741.400239437333,-0.0007207653046898,0.4578352007667113,0.635353222123516,36.44913344148303
5,0.5375781655664075,199.9080659282675,1778.0555096244414,-0.0008495634800081,0.4578352007667113,0.8638042825039518,36.65205974519569
6,82.55223757248538,435.9737938274806,3061.446027354729,-0.0015986493992642,0.4578352007667113,0.4657180886430203,38.90868479443079
7,1.0622179162677556,249.8453174289669,1827.7703399679529,-0.0045073318603895,0.4578352007667113,0.7579050956510118,36.987872117595266
8,0.13647081322444,147.95449366234433,1187.3137508338614,0.0073557903753711,0.6717199890071154,1.7069629384136633,38.08362764681449
9,0.1799488691481407,182.7281664266705,1317.0748883199242,0.0015373213618119,0.6717199890071154,0.5580346716364045,37.80985141677667
10,0.5877780712003806,130.54345137395364,1325.714066036331,0.0014180232502176,0.6717199890071154,1.6419050953098648,38.646552136058595
11,0.6577112353975103,95.83817469581382,1283.239669329642,-0.0053265383094906,0.6717199890071154,1.2083041599092492,38.42798568057974
12,0.5794878320702738,69.89397411720128,1170.7012847398616,0.0005687368649354,0.6717199890071154,0.7101487446762712,38.00506899514993
13,0.2824399112558855,89.97933500093531,1704.25285796654,-0.0040039719556474,0.0427602802526628,1.076775146298893,37.888166108809266
14,0.179982022611974,115.94364698358682,1424.439229352021,-0.0092650198625066,0.0498144642282492,0.8596445615350718,37.890349164360636
15,0.2057487182658517,86.4760545042243,1665.0459556915282,-0.0077729649182473,0.198085787086036,0.9104641479163909,37.80688481000059
16,0.0889529392831735,133.75836284297043,1378.2888941746155,0.0006671830032662,0.198085787086036,5.394242721363077,38.40480068795645
17,0.1178065315332433,320.5060416348724,1526.3016851251975,-0.001017587196433,0.0507844413140754,0.8683797211906016,37.91531074967293
18,0.2482155607162165,148.74046295850303,1572.4202428103351,-0.0060008355520453,0.0591221706653705,0.591959753516189,37.992263358789174
19,0.1218334868245667,80.05654590208113,1567.4447831410362,-0.020658241803792,0.0380333404499695,1.3368223161160822,37.83705265784505
20,1.484957654559451,121.34891114026505,1336.7348414796904,-0.0024404243482086,0.981131726892267,1.211210571406917,38.896558087072464
21,0.6672130294917599,179.65538268647407,1346.9150314876222,-0.0099042376164513,0.981131726892267,1.653566498346848,38.854714898464785
22,0.1688258707336825,157.47109985894878,1527.7620146009724,-0.0133513180237156,0.2554067869894006,2.3215501752213696,38.455170631740536
23,0.137850474293168,134.85374384628213,1436.7878759989585,-0.0163669129069714,0.2554067869894006,1.501006711357449,38.110406604902984
24,0.1591550002157,102.82116366769075,1373.183438730617,-0.005112228890907,0.0294974800162047,1.067721221637815,37.648756234360285
25,0.280692773627353,286.5334871306184,1945.9231224202017,-0.0115138805447339,0.0354288113559537,0.7982803390020156,37.803573787973384
26,0.1660164683040596,132.88800836022827,1322.7395694976483,-0.0199700040302221,0.0806153403950219,1.5917695158525245,38.07228765024217
27,0.1615344064204363,119.86327200052564,1540.0163224107248,-0.0126736590077469,0.0705635390070289,1.549378881131872,38.07720500489223
28,0.2617720916909199,108.77132398862103,1618.543713508409,-0.0048645260770492,0.0868283498611778,1.2973792463150915,38.18351537928517
29,1.4248908078934488,90.46563626223102,1401.1262607923543,-0.0038488766229378,0.7419323917140767,0.7813515974457363,38.58311555689902
30,0.8797383395199808,174.4476074197876,1289.1171091621366,-0.009795009478936,0.7419323917140767,1.3156694540376537,38.885169154057
31,0.1752806116246314,215.77919021491903,1639.0267865641722,-0.0164784442637704,0.0503119154640239,1.1125680168299696,37.95778015069755
32,0.1032834935690695,133.80300298134753,1345.446327525176,-0.0175355742335088,0.0641199591169754,1.9209303442629415,37.968059782999035
33,0.0663397865930747,264.99220542818387,1208.0432979894924,0.0007646739377101,0.0220408319002311,1.363408150957867,37.536122929527544
34,0.1750755672044088,95.84906890059038,1587.7674910843764,-0.0099425236392803,0.0433128868622714,1.2275484636595977,37.90862085792924
35,0.1017761561683208,105.70633789299262,1311.9704396030977,0.0037289169627227,0.0799642196829687,1.513583391515272,37.833487086742736
36,0.1449964229504621,50.53536918273519,1305.500681905534,-0.039915027613672,0.0799642196829687,1.7201182721923234,37.72224470155146
37,0.2671094039701589,145.7648793748363,1372.972494460388,-0.023266664420161,0.1850083395006615,1.881793940880991,38.45746132377577
38,0.0908117878708164,179.07524862943458,1449.108997350338,-0.0187942205688642,0.091392312006436,2.150988703434373,38.166903659069646
39,0.1938926273779656,108.72980752115976,1391.906509524697,-0.0038926295985864,0.0392041268312837,0.5765988322843107,37.79620567151678
40,6.227901082649261,100.47032206915252,1683.1090318734794,-8.014024465130879e-05,2.421783686852869,0.2215211802992883,38.747222340830085
41,7.573609265628378,131.24320372362234,1539.6664597343822,-0.0040524666946346,2.421783686852869,0.6812358322283295,39.43610478551814
42,2.770400572941922,80.26027965369866,1469.457756884009,0.000253967425066,2.421783686852869,0.2244410637252107,38.30357313891012
43,2.211560934433493,115.78094709623488,1275.1906093346536,-0.0015518475568813,2.421783686852869,0.5761993881590756,38.7743363840144
44,0.1159004799971911,96.6515281599204,1623.0183720663972,0.0052984413764873,0.0880509539074266,2.950772281139401,38.18538526641249
45,0.159548738305583,148.24434688667054,1603.5307516943174,-0.012852922638028,0.0671555101792004,1.2916044033508003,38.081034184859924
46,0.1601440076830266,109.44247029242676,1437.757495447959,-0.0093124109882285,0.0551454145710679,1.2507446568806648,37.9338601620325
47,0.2834762821995233,147.8584402507569,1612.567162297912,-0.010445155953919,0.07806558170666,0.8947400740103598,38.138138556930784
48,0.2043555546815443,137.91417334754644,1528.4575975388325,-0.0101207618451202,0.1135032988835206,0.7927133318882802,38.048394300059826
49,0.1993322422646505,68.73749647889294,1278.3602349381235,-0.0032350177296609,0.1135032988835206,1.0103686337311226,37.840533908142106
50,0.3136807942155447,163.70587078906428,1551.2035578780951,-0.0174344140501448,0.1604817705561163,1.3450600428634598,38.436043988267826
51,0.1997669483193559,118.87223705636738,1532.3688387853383,-0.0049171046023318,0.0791615878983005,1.0829149239032323,38.13947447552543
52,0.1154298064018919,113.0016700700677,1431.463345868144,-0.0165505493258348,0.1494921090616583,4.883559252565117,38.376886755542714
53,0.1099036050039347,152.9571639367573,1524.9323172835125,-0.008908270454821,0.04632040108925,1.3495488638878137,37.88682090215022
54,0.2561557487113576,103.95032404137358,1480.9036317648324,-0.0145855261812329,0.1154482898452982,1.4342664164686574,38.27654201116069
55,0.100353493967414,131.67508423796903,1460.1106646614105,-0.0121669134895981,0.0594919223371887,1.6900915841760829,37.993612561547245
56,0.926826542195949,64.1279826239853,1703.8627075685806,-0.0004240981170293,0.8891981762292757,0.1088238937980398,37.25913047555998
57,5.152286507419989,129.48244093635773,1740.670191957808,-0.0030779565843059,0.8891981762292757,0.6666215812679154,39.096450426539704
58,1.861100369541809,113.60313651386744,1481.8460765379357,-0.0019406936347363,0.8891981762292757,0.5451284268495348,38.51001912130967
59,0.2360058392129342,124.28920555362592,1609.0158183106423,-0.0094584565406652,0.0350072985735908,0.7288715732739929,37.77834507550215
60,0.5848317385795821,35.49994305371657,1183.5652858646863,-0.0033241852625232,0.1663769124867741,3.0605670115065147,38.35415952928119
61,0.2460589742871014,97.7528924575847,1420.3304799020882,-0.0139320592501969,0.0557303774528844,0.9816095278224,37.95961442696881
62,0.3457753802799396,69.81602704127502,1415.7294689277844,-0.0066200623889205,0.0486400479802978,0.701860985892697,37.822894487852665
63,0.1444889365258645,105.14586673456392,1455.266975829221,-0.009910987249429,0.2181885673874731,2.1261052778553906,38.12482925519579
64,0.2771418894977627,118.9862068582558,1450.1256430544163,-0.010541237030574,0.2181885673874731,1.630013626129997,38.34600771815876
65,0.2151247926009955,94.27867244777488,1488.8776835347087,-0.0070702102814518,0.0654073562357574,0.9783424300644166,38.024901052010286
66,0.2563103249560437,146.80777510969716,1416.7976279289285,-0.0129296998791178,0.1453151571185763,1.3794187607814157,38.36692410020646
67,0.182895875432946,158.1748519946618,1357.9985881686264,-0.0074532287767313,0.0760729083531206,1.1064193150017962,38.067963762091374
68,0.5073819942925539,79.93827932836828,1429.5375685624012,-0.0125966147277009,0.1129165574084031,0.9784021365177098,38.248030760091794
69,0.2209042745052014,263.27415636142626,1901.9229606030497,-0.0056432579361152,0.0389133551283213,1.186155967013636,37.85258458294915
70,0.1192807851636286,131.29990214665034,1444.9857467257336,0.001716917780636,0.0646694694531931,1.7064300633726108,38.00997669796136
71,0.1626835318377893,130.0281131383715,1473.623175499687,-0.008507858364762,0.048586946504872,1.0928558335773857,37.89687166468368
72,0.1392650481506287,126.3333296153241,1635.8030346554976,-0.0043819603574606,0.0549342675985638,1.5730628903764008,37.99484079874068
73,0.0874502146050573,189.82346938056205,1400.9931716929486,-0.0196394782656552,0.0840996196720386,1.7756418064743986,38.14279611000003
74,0.4385061190073459,255.47977338748152,1677.315048650578,-0.0029803843399305,0.1079474339483614,0.6329227061336486,38.26435712773062
75,0.4469070455595088,84.51311628560218,1252.8706844543244,-0.0231165259924533,0.1377593882250321,1.6310202273228491,38.29121131683249
76,11.067499515401158,89.00873990127236,1660.8376710531645,-0.0012518600493594,3.6037169249508696,0.3656703567509488,39.09551307051308
77,11.058847676356082,65.39730692454376,1709.551902015028,-9.449632120312986e-05,3.6037169249508696,0.241886284449025,38.7818221346526
78,25.36457673669556,97.375989898424,1644.5156107876676,0.0007503192061039,3.6037169249508696,0.0813881839845986,38.8421820140079
79,6.736839788952428,187.83533332923136,1628.1065168649563,-0.005364942097573,3.6037169249508696,0.8974732543868583,39.594196174929486
